ECS,Europe & Central Asia,SRB,Serbia
ECS,Europe & Central Asia,SVK,Slovak Republic
ECS,Europe & Central Asia,SVN,Slovenia
ECS,Europe & Central Asia,ESP,Spain
ECS,Europe & Central Asia,SWE,Sweden
ECS,Europe & Central Asia,CHE,Switzerland
ECS,Europe & Central Asia,TJK,Tajikistan
ECS,Europe & Central Asia,TUR,Turkey
ECS,Europe & Central Asia,TKM,Turkmenistan
ECS,Europe & Central Asia,UKR,Ukraine
ECS,Europe & Central Asia,GBR,United Kingdom
ECS,Europe & Central Asia,UZB,Uzbekistan
EUU,European Union,AUT,Austria
EUU,European Union,BEL,Belgium
EUU,European Union,BGR,Bulgaria
EUU,European Union,HRV,Croatia
EUU,European Union,CYP,Cyprus
EUU,European Union,CZE,Czech Republic
EUU,European Union,DNK,Denmark
EUU,European Union,EST,Estonia
EUU,European Union,FIN,Finland
EUU,European Union,FRA,France
EUU,European Union,DEU,Germany
EUU,European Union,GRC,Greece
EUU,European Union,HUN,Hungary
EUU,European Union,IRL,Ireland
EUU,European Union,ITA,Italy
EUU,European Union,LVA,Latvia
EUU,European Union,LTU,Lithuania
EUU,European Union,LUX,Luxembourg
EUU,European Union,MLT,Malta
EUU,European Union,NLD,Netherlands
EUU,European Union,POL,Poland
EUU,European Union,PRT,Portugal
EUU,European Union,ROU,Romania
EUU,European Union,SVK,Slovak Republic
EUU,European Union,SVN,Slovenia
EUU,European Union,ESP,Spain
EUU,European Union,SWE,Sweden
EUU,European Union,GBR,United Kingdom
FCS,Fragile and conflict affected situations,AFG,Afghanistan
FCS,Fragile and conflict affected situations,BDI,Burundi
FCS,Fragile and conflict affected situations,CAF,Central African Republic
FCS,Fragile and conflict affected situations,TCD,Chad
FCS,Fragile and conflict affected situations,COM,Comoros
FCS,Fragile and conflict affected situations,COD,Dem Rep of the Congo
FCS,Fragile and conflict affected situations,CIV,Cote d'Ivoire
FCS,Fragile and conflict affected situations,DJI,Djibouti
FCS,Fragile and conflict affected situations,ERI,Eritrea
FCS,Fragile and conflict affected situations,GMB,Gambia
FCS,Fragile and conflict affected situations,GNB,Guinea-Bissau
FCS,Fragile and conflict affected situations,HTI,Haiti
FCS,Fragile and conflict affected situations,IRQ,Iraq
FCS,Fragile and conflict affected situations,KIR,Kiribati
FCS,Fragile and conflict affected situations,XKX,Kosovo
FCS,Fragile and conflict affected situations,LBN,Lebanon
FCS,Fragile and conflict affected situations,LBR,Liberia
FCS,Fragile and conflict affected situations,LBY,Libya
FCS,Fragile and conflict affected situations,MDG,Madagascar
FCS,Fragile and conflict affected situations,MLI,Mali
FCS,Fragile and conflict affected situations,MHL,Marshall Islands
FCS,Fragile and conflict affected situations,FSM,Micronesia
FCS,Fragile and conflict affected situations,MMR,Myanmar
FCS,Fragile and conflict affected situations,PNG,Papua New Guinea
FCS,Fragile and conflict affected situations,SLE,Sierra Leone
FCS,Fragile and conflict affected situations,SLB,Solomon Islands
FCS,Fragile and conflict affected situations,SOM,Somalia
FCS,Fragile and conflict affected situations,SSD,South Sudan
FCS,Fragile and conflict affected situations,SDN,Sudan
FCS,Fragile and conflict affected situations,SYR,Syrian Arab Republic
FCS,Fragile and conflict affected situations,TGO,Togo
FCS,Fragile and conflict affected situations,TUV,Tuvalu
FCS,Fragile and conflict affected situations,PSE,West Bank and Gaza
FCS,Fragile and conflict affected situations,YEM,Yemen
FCS,Fragile and conflict affected situations,ZWE,Zimbabwe
HIC,High income,ABW,Aruba
LIC,Low income,AFG,Afghanistan
LMC,Lower middle income,AGO,Angola
UMC,Upper middle income,ALB,Albania
HIC,High income,AND,Andorra
HIC,High income,ARE,United Arab Emirates
UMC,Upper middle income,ARG,Argentina
MIC,Middle income,AGO,Angola
UMC,Upper middle income,ASM,American Samoa
HIC,High income,ATG,Antigua and Barbuda
HIC,High income,AUS,Australia
HIC,High income,AUT,Austria
UMC,Upper middle income,AZE,Azerbaijan
LIC,Low income,BDI,Burundi
HIC,High income,BEL,Belgium
LIC,Low income,BEN,Benin
LIC,Low income,BFA,Burkina Faso
MIC,Middle income,ALB,Albania
UMC,Upper middle income,BGR,Bulgaria
HIC,High income,BHR,Bahrain
HIC,High income,BHS,Bahamas
UMC,Upper middle income,BIH,Bosnia and Herzegovina
UMC,Upper middle income,BLR,Belarus
UMC,Upper middle income,BLZ,Belize
HIC,High income,BMU,Bermuda
MIC,Middle income,ARG,Argentina
UMC,Upper middle income,BRA,Brazil
HIC,High income,BRB,Barbados
HIC,High income,BRN,Brunei Darussalam
LMC,Lower middle income,ARM,Armenia
UMC,Upper middle income,BWA,Botswana
LIC,Low income,CAF,Central African Republic
HIC,High income,CAN,Canada
HIC,High income,CHE,Switzerland
HIC,High income,CHI,Channel Islands
HIC,High income,CHL,Chile
UMC,Upper middle income,CHN,China
MIC,Middle income,ARM,Armenia
MIC,Middle income,ASM,American Samoa
LIC,Low income,COD,Dem Rep of the Congo
MIC,Middle income,AZE,Azerbaijan
UMC,Upper middle income,COL,Colombia
LIC,Low income,COM,Comoros
LMC,Lower middle income,BGD,Bangladesh
UMC,Upper middle income,CRI,Costa Rica
UMC,Upper middle income,CUB,Cuba
HIC,High income,CUW,Curacao
HIC,High income,CYM,Cayman Islands
HIC,High income,CYP,Cyprus
HIC,High income,CZE,Czech Republic
HIC,High income,DEU,Germany
MIC,Middle income,BGD,Bangladesh
UMC,Upper middle income,DMA,Dominica
HIC,High income,DNK,Denmark
UMC,Upper middle income,DOM,Dominican Republic
UMC,Upper middle income,DZA,Algeria
UMC,Upper middle income,ECU,Ecuador
MIC,Middle income,BGR,Bulgaria
LIC,Low income,ERI,Eritrea
HIC,High income,ESP,Spain
HIC,High income,EST,Estonia
LIC,Low income,ETH,Ethiopia
HIC,High income,FIN,Finland
UMC,Upper middle income,FJI,Fiji
HIC,High income,FRA,France
HIC,High income,FRO,Faroe Islands
MIC,Middle income,BIH,Bosnia and Herzegovina
UMC,Upper middle income,GAB,Gabon
HIC,High income,GBR,United Kingdom
MIC,Middle income,BLR,Belarus
MIC,Middle income,BLZ,Belize
HIC,High income,GIB,Gibraltar
LIC,Low income,GIN,Guinea
LIC,Low income,GMB,Gambia
LIC,Low income,GNB,Guinea-Bissau
UMC,Upper middle income,GNQ,Equatorial Guinea
HIC,High income,GRC,Greece
UMC,Upper middle income,GRD,Grenada
HPC,Heavily indebted poor countries (HIPC),AFG,Afghanistan
HPC,Heavily indebted poor countries (HIPC),BEN,Benin
HPC,Heavily indebted poor countries (HIPC),BOL,Bolivia
HPC,Heavily indebted poor countries (HIPC),BFA,Burkina Faso
HPC,Heavily indebted poor countries (HIPC),BDI,Burundi
HPC,Heavily indebted poor countries (HIPC),CMR,Cameroon
HPC,Heavily indebted poor countries (HIPC),CAF,Central African Republic
HPC,Heavily indebted poor countries (HIPC),TCD,Chad
HPC,Heavily indebted poor countries (HIPC),COM,Comoros
HPC,Heavily indebted poor countries (HIPC),COD,Dem Rep of the Congo
HPC,Heavily indebted poor countries (HIPC),COG,Rep of the Congo
HPC,Heavily indebted poor countries (HIPC),CIV,Cote d'Ivoire
HPC,Heavily indebted poor countries (HIPC),ERI,Eritrea
HPC,Heavily indebted poor countries (HIPC),ETH,Ethiopia
HPC,Heavily indebted poor countries (HIPC),GMB,Gambia
HPC,Heavily indebted poor countries (HIPC),GHA,Ghana
HPC,Heavily indebted poor countries (HIPC),GIN,Guinea
HPC,Heavily indebted poor countries (HIPC),GNB,Guinea-Bissau
HPC,Heavily indebted poor countries (HIPC),GUY,Guyana
HPC,Heavily indebted poor countries (HIPC),HTI,Haiti
HPC,Heavily indebted poor countries (HIPC),HND,Honduras
HPC,Heavily indebted poor countries (HIPC),LBR,Liberia
HPC,Heavily indebted poor countries (HIPC),MDG,Madagascar
HPC,Heavily indebted poor countries (HIPC),MWI,Malawi
HPC,Heavily indebted poor countries (HIPC),MLI,Mali
HPC,Heavily indebted poor countries (HIPC),MRT,Mauritania
HPC,Heavily indebted poor countries (HIPC),MOZ,Mozambique
HPC,Heavily indebted poor countries (HIPC),NIC,Nicaragua
HPC,Heavily indebted poor countries (HIPC),NER,Niger
HPC,Heavily indebted poor countries (HIPC),RWA,Rwanda
HPC,Heavily indebted poor countries (HIPC),STP,Sao Tome and Principe
HPC,Heavily indebted poor countries (HIPC),SEN,Senegal
HPC,Heavily indebted poor countries (HIPC),SLE,Sierra Leone
HPC,Heavily indebted poor countries (HIPC),SOM,Somalia
HPC,Heavily indebted poor countries (HIPC),SDN,Sudan
HPC,Heavily indebted poor countries (HIPC),TZA,Tanzania
HPC,Heavily indebted poor countries (HIPC),TGO,Togo
HPC,Heavily indebted poor countries (HIPC),UGA,Uganda
HPC,Heavily indebted poor countries (HIPC),ZMB,Zambia
LAC,Latin America & Caribbean (excluding high income),ARG,Argentina
LAC,Latin America & Caribbean (excluding high income),BLZ,Belize
LAC,Latin America & Caribbean (excluding high income),BOL,Bolivia
LAC,Latin America & Caribbean (excluding high income),BRA,Brazil
LAC,Latin America & Caribbean (excluding high income),COL,Colombia
LAC,Latin America & Caribbean (excluding high income),CRI,Costa Rica
LAC,Latin America & Caribbean (excluding high income),CUB,Cuba
LAC,Latin America & Caribbean (excluding high income),DMA,Dominica
LAC,Latin America & Caribbean (excluding high income),DOM,Dominican Republic
LAC,Latin America & Caribbean (excluding high income),ECU,Ecuador
LAC,Latin America & Caribbean (excluding high income),SLV,El Salvador
LAC,Latin America & Caribbean (excluding high income),GRD,Grenada
LAC,Latin America & Caribbean (excluding high income),GTM,Guatemala
LAC,Latin America & Caribbean (excluding high income),GUY,Guyana
LAC,Latin America & Caribbean (excluding high income),HTI,Haiti
LAC,Latin America & Caribbean (excluding high income),HND,Honduras
LAC,Latin America & Caribbean (excluding high income),JAM,Jamaica
LAC,Latin America & Caribbean (excluding high income),MEX,Mexico
LAC,Latin America & Caribbean (excluding high income),NIC,Nicaragua
LAC,Latin America & Caribbean (excluding high income),PAN,Panama
LAC,Latin America & Caribbean (excluding high income),PRY,Paraguay
LAC,Latin America & Caribbean (excluding high income),PER,Peru
LAC,Latin America & Caribbean (excluding high income),LCA,St. Lucia
LAC,Latin America & Caribbean (excluding high income),VCT,St. Vincent and the Grenadines
LAC,Latin America & Caribbean (excluding high income),SUR,Suriname
LAC,Latin America & Caribbean (excluding high income),VEN,Venezuela
LCN,Latin America & Caribbean,ATG,Antigua and Barbuda
LCN,Latin America & Caribbean,ARG,Argentina
LCN,Latin America & Caribbean,ABW,Aruba
LCN,Latin America & Caribbean,BHS,Bahamas
LCN,Latin America & Caribbean,BRB,Barbados
LCN,Latin America & Caribbean,BLZ,Belize
LCN,Latin America & Caribbean,BOL,Bolivia
LCN,Latin America & Caribbean,BRA,Brazil
LCN,Latin America & Caribbean,VGB,British Virgin Islands
LCN,Latin America & Caribbean,CYM,Cayman Islands
LCN,Latin America & Caribbean,CHL,Chile
LCN,Latin America & Caribbean,COL,Colombia
LCN,Latin America & Caribbean,CRI,Costa Rica
LCN,Latin America & Caribbean,CUB,Cuba
LCN,Latin America & Caribbean,CUW,Curacao
LCN,Latin America & Caribbean,DMA,Dominica
LCN,Latin America & Caribbean,DOM,Dominican Republic
LCN,Latin America & Caribbean,ECU,Ecuador
LCN,Latin America & Caribbean,SLV,El Salvador
LCN,Latin America & Caribbean,GRD,Grenada
LCN,Latin America & Caribbean,GTM,Guatemala
LCN,Latin America & Caribbean,GUY,Guyana
LCN,Latin America & Caribbean,HTI,Haiti
LCN,Latin America & Caribbean,HND,Honduras
LCN,Latin America & Caribbean,JAM,Jamaica
LCN,Latin America & Caribbean,MEX,Mexico
LCN,Latin America & Caribbean,NIC,Nicaragua
LCN,Latin America & Caribbean,PAN,Panama
LCN,Latin America & Caribbean,PRY,Paraguay
LCN,Latin America & Caribbean,PER,Peru
LCN,Latin America & Caribbean,PRI,Puerto Rico
LCN,Latin America & Caribbean,SXM,Sint Maarten (Dutch part)
LCN,Latin America & Caribbean,KNA,St. Kitts and Nevis
LCN,Latin America & Caribbean,LCA,St. Lucia
LCN,Latin America & Caribbean,MAF,St. Martin (French part)
LCN,Latin America & Caribbean,VCT,St. Vincent and the Grenadines
LCN,Latin America & Caribbean,SUR,Suriname
LCN,Latin America & Caribbean,TTO,Trinidad and Tobago
LCN,Latin America & Caribbean,TCA,Turks and Caicos Islands
LCN,Latin America & Caribbean,URY,Uruguay
LCN,Latin America & Caribbean,VEN,Venezuela
LCN,Latin America & Caribbean,VIR,Virgin Islands (U.S.)
LDC,Least Developed Countries (UN),AFG,Afghanistan
LDC,Least Developed Countries (UN),AGO,Angola
LDC,Least Developed Countries (UN),BGD,Bangladesh
LDC,Least Developed Countries (UN),BEN,Benin
LDC,Least Developed Countries (UN),BTN,Bhutan
LDC,Least Developed Countries (UN),BFA,Burkina Faso
LDC,Least Developed Countries (UN),BDI,Burundi
LDC,Least Developed Countries (UN),KHM,Cambodia
LDC,Least Developed Countries (UN),CAF,Central African Republic
LDC,Least Developed Countries (UN),TCD,Chad
LDC,Least Developed Countries (UN),COM,Comoros
LDC,Least Developed Countries (UN),COD,Dem Rep of the Congo
LDC,Least Developed Countries (UN),DJI,Djibouti
LDC,Least Developed Countries (UN),GNQ,Equatorial Guinea
LDC,Least Developed Countries (UN),ERI,Eritrea
LDC,Least Developed Countries (UN),ETH,Ethiopia
LDC,Least Developed Countries (UN),GMB,Gambia
LDC,Least Developed Countries (UN),GIN,Guinea
LDC,Least Developed Countries (UN),GNB,Guinea-Bissau
LDC,Least Developed Countries (UN),HTI,Haiti
LDC,Least Developed Countries (UN),KIR,Kiribati
LDC,Least Developed Countries (UN),LAO,Lao PDR
LDC,Least Developed Countries (UN),LSO,Lesotho
LDC,Least Developed Countries (UN),LBR,Liberia
LDC,Least Developed Countries (UN),MDG,Madagascar
LDC,Least Developed Countries (UN),MWI,Malawi
LDC,Least Developed Countries (UN),MLI,Mali
LDC,Least Developed Countries (UN),MRT,Mauritania
LDC,Least Developed Countries (UN),MOZ,Mozambique
LDC,Least Developed Countries (UN),MMR,Myanmar
LDC,Least Developed Countries (UN),NPL,Nepal
LDC,Least Developed Countries (UN),NER,Niger
LDC,Least Developed Countries (UN),RWA,Rwanda
LDC,Least Developed Countries (UN),STP,Sao Tome and Principe
LDC,Least Developed Countries (UN),SEN,Senegal
LDC,Least Developed Countries (UN),SLE,Sierra Leone
LDC,Least Developed Countries (UN),SLB,Solomon Islands
LDC,Least Developed Countries (UN),SOM,Somalia
LDC,Least Developed Countries (UN),SSD,South Sudan
LDC,Least Developed Countries (UN),SDN,Sudan
LDC,Least Developed Countries (UN),TZA,Tanzania
LDC,Least Developed Countries (UN),TLS,Timor-Leste
LDC,Least Developed Countries (UN),TGO,Togo
LDC,Least Developed Countries (UN),TUV,Tuvalu
LDC,Least Developed Countries (UN),UGA,Uganda
LDC,Least Developed Countries (UN),VUT,Vanuatu
LDC,Least Developed Countries (UN),YEM,Yemen
LDC,Least Developed Countries (UN),ZMB,Zambia
HIC,High income,GRL,Greenland
LMC,Lower middle income,BOL,Bolivia
HIC,High income,GUM,Guam
UMC,Upper middle income,GUY,Guyana
HIC,High income,HKG,Hong Kong SAR
MIC,Middle income,BOL,Bolivia
UMC,Upper middle income,HRV,Croatia
LIC,Low income,HTI,Haiti
HIC,High income,HUN,Hungary
MIC,Middle income,BRA,Brazil
HIC,High income,IMN,Isle of Man
LMC,Lower middle income,BTN,Bhutan
HIC,High income,IRL,Ireland
UMC,Upper middle income,IRN,Iran
UMC,Upper middle income,IRQ,Iraq
HIC,High income,ISL,Iceland
HIC,High income,ISR,Israel
HIC,High income,ITA,Italy
UMC,Upper middle income,JAM,Jamaica
MIC,Middle income,BTN,Bhutan
HIC,High income,JPN,Japan
UMC,Upper middle income,KAZ,Kazakhstan
MIC,Middle income,BWA,Botswana
MIC,Middle income,CHN,China
LMC,Lower middle income,CIV,Cote d'Ivoire
MIC,Middle income,CIV,Cote d'Ivoire
HIC,High income,KNA,St. Kitts and Nevis
HIC,High income,KOR,Korea (South)
HIC,High income,KWT,Kuwait
LMC,Lower middle income,CMR,Cameroon
UMC,Upper middle income,LBN,Lebanon
LIC,Low income,LBR,Liberia
UMC,Upper middle income,LBY,Libya
UMC,Upper middle income,LCA,St. Lucia
HIC,High income,LIE,Liechtenstein
MIC,Middle income,CMR,Cameroon
LMC,Lower middle income,COG,Rep of the Congo
HIC,High income,LTU,Lithuania
HIC,High income,LUX,Luxembourg
HIC,High income,LVA,Latvia
HIC,High income,MAC,Macao SAR
HIC,High income,MAF,St. Martin (French part)
MIC,Middle income,COG,Rep of the Congo
HIC,High income,MCO,Monaco
MIC,Middle income,COL,Colombia
LIC,Low income,MDG,Madagascar
UMC,Upper middle income,MDV,Maldives
UMC,Upper middle income,MEX,Mexico
UMC,Upper middle income,MHL,Marshall Islands
UMC,Upper middle income,MKD,Macedonia
LIC,Low income,MLI,Mali
HIC,High income,MLT,Malta
LMC,Lower middle income,CPV,Cabo Verde
UMC,Upper middle income,MNE,Montenegro
MIC,Middle income,CPV,Cabo Verde
HIC,High income,MNP,Northern Mariana Islands
LIC,Low income,MOZ,Mozambique
MIC,Middle income,CRI,Costa Rica
UMC,Upper middle income,MUS,Mauritius
LIC,Low income,MWI,Malawi
UMC,Upper middle income,MYS,Malaysia
UMC,Upper middle income,NAM,Namibia
HIC,High income,NCL,New Caledonia
LIC,Low income,NER,Niger
MIC,Middle income,CUB,Cuba
LMC,Lower middle income,DJI,Djibouti
HIC,High income,NLD,Netherlands
HIC,High income,NOR,Norway
LIC,Low income,NPL,Nepal
UMC,Upper middle income,NRU,Nauru
HIC,High income,NZL,New Zealand
HIC,High income,OMN,Oman
MIC,Middle income,DJI,Djibouti
UMC,Upper middle income,PAN,Panama
UMC,Upper middle income,PER,Peru
MIC,Middle income,DMA,Dominica
HIC,High income,PLW,Palau
MIC,Middle income,DOM,Dominican Republic
HIC,High income,POL,Poland
HIC,High income,PRI,Puerto Rico
LIC,Low income,PRK,Korea DPR (North)
HIC,High income,PRT,Portugal
UMC,Upper middle income,PRY,Paraguay
MIC,Middle income,DZA,Algeria
LMY,Low & middle income,AFG,Afghanistan
LMY,Low & middle income,ALB,Albania
LMY,Low & middle income,DZA,Algeria
LMY,Low & middle income,ASM,American Samoa
LMY,Low & middle income,AGO,Angola
LMY,Low & middle income,ARG,Argentina
LMY,Low & middle income,ARM,Armenia
LMY,Low & middle income,AZE,Azerbaijan
LMY,Low & middle income,BGD,Bangladesh
LMY,Low & middle income,BLR,Belarus
LMY,Low & middle income,BLZ,Belize
LMY,Low & middle income,BEN,Benin
LMY,Low & middle income,BTN,Bhutan
LMY,Low & middle income,BOL,Bolivia
LMY,Low & middle income,BIH,Bosnia and Herzegovina
LMY,Low & middle income,BWA,Botswana
LMY,Low & middle income,BRA,Brazil
LMY,Low & middle income,BGR,Bulgaria
LMY,Low & middle income,BFA,Burkina Faso
LMY,Low & middle income,BDI,Burundi
LMY,Low & middle income,CPV,Cabo Verde
LMY,Low & middle income,KHM,Cambodia
LMY,Low & middle income,CMR,Cameroon
